Region,County,First Dose,Series Complete,Report as of
Finger Lakes,Genesee,7118,3889,2021-02-22
Capital Region,Greene,5276,2347,2021-02-22
North Country,Hamilton,1665,846,2021-02-22
Mohawk Valley,Herkimer,9461,5332,2021-02-22
North Country,Jefferson,14871,8891,2021-02-22
New York City,Kings,197382,100576,2021-02-22
North Country,Lewis,3512,2257,2021-02-22
Finger Lakes,Livingston,8285,5428,2021-02-22
Central New York,Madison,10574,5745,2021-02-22
Finger Lakes,Monroe,100109,61324,2021-02-22
Mohawk Valley,Montgomery,6528,3831,2021-02-22
Long Island,Nassau,216046,127320,2021-02-22
New York City,New York,228956,138092,2021-02-22
Western New York,Niagara,24645,15635,2021-02-22
Mohawk Valley,Oneida,37936,21872,2021-02-22
Central New York,Onondaga,79830,45439,2021-02-22
Finger Lakes,Ontario,16291,9537,2021-02-22
Mid-Hudson,Orange,30407,16454,2021-02-22
Finger Lakes,Orleans,3532,1977,2021-02-22
Central New York,Oswego,15212,9350,2021-02-22
Mohawk Valley,Otsego,8818,5205,2021-02-22
Mid-Hudson,Putnam,11760,6482,2021-02-22
New York City,Queens,222834,115771,2021-02-22
Capital Region,Rensselaer,21992,11057,2021-02-22
New York City,Richmond,61477,33440,2021-02-22
Mid-Hudson,Rockland,39680,21628,2021-02-22
Capital Region,Saratoga,35539,19355,2021-02-22
Capital Region,Schenectady,23626,12180,2021-02-22
Mohawk Valley,Schoharie,2997,1380,2021-02-22
Southern Tier,Schuyler,2238,1387,2021-02-22
Finger Lakes,Seneca,3932,2227,2021-02-22
North Country,St. Lawrence,22057,13522,2021-02-22
Southern Tier,Steuben,8805,5271,2021-02-22
Long Island,Suffolk,180896,100616,2021-02-22
Mid-Hudson,Sullivan,7163,3495,2021-02-22
Southern Tier,Tioga,4998,2523,2021-02-22
Southern Tier,Tompkins,13712,7324,2021-02-22
Mid-Hudson,Ulster,20412,11156,2021-02-22
Capital Region,Warren,10203,5815,2021-02-22
Capital Region,Washington,6421,3087,2021-02-22
Finger Lakes,Wayne,10264,6114,2021-02-22
Mid-Hudson,Westchester,133585,79948,2021-02-22
Finger Lakes,Wyoming,4387,2754,2021-02-22
Finger Lakes,Yates,3174,1627,2021-02-22
Capital Region,Albany,48714,26018,2021-02-23
Western New York,Allegany,3505,2046,2021-02-23
New York City,Bronx,104403,60321,2021-02-23
Southern Tier,Broome,32096,17262,2021-02-23
Western New York,Cattaraugus,7461,4337,2021-02-23
Central New York,Cayuga,10861,6349,2021-02-23
Western New York,Chautauqua,14113,8709,2021-02-23
Southern Tier,Chemung,9948,5975,2021-02-23
Southern Tier,Chenango,5354,2939,2021-02-23
North Country,Clinton,17089,9898,2021-02-23
Capital Region,Columbia,7991,3865,2021-02-23
Central New York,Cortland,5834,3154,2021-02-23
Southern Tier,Delaware,4451,1952,2021-02-23
Mid-Hudson,Dutchess,31651,16714,2021-02-23
Western New York,Erie,123350,79406,2021-02-23
North Country,Essex,7381,4071,2021-02-23
North Country,Franklin,9679,5526,2021-02-23
Mohawk Valley,Fulton,5854,3592,2021-02-23
Finger Lakes,Genesee,7169,3985,2021-02-23
Capital Region,Greene,5336,2419,2021-02-23
North Country,Hamilton,1668,888,2021-02-23
Mohawk Valley,Herkimer,9551,5548,2021-02-23
North Country,Jefferson,14929,9138,2021-02-23
New York City,Kings,202131,103391,2021-02-23
North Country,Lewis,3523,2294,2021-02-23
Finger Lakes,Livingston,8335,5657,2021-02-23
Central New York,Madison,10754,5995,2021-02-23
Finger Lakes,Monroe,101520,62490,2021-02-23
Mohawk Valley,Montgomery,6602,4006,2021-02-23
Long Island,Nassau,220481,129234,2021-02-23
New York City,New York,234797,140397,2021-02-23
Western New York,Niagara,24910,16479,2021-02-23
Mohawk Valley,Oneida,38290,22494,2021-02-23
Central New York,Onondaga,81111,48250,2021-02-23
Finger Lakes,Ontario,16473,9696,2021-02-23
Mid-Hudson,Orange,31744,18890,2021-02-23
Finger Lakes,Orleans,3589,1998,2021-02-23
Central New York,Oswego,15350,9606,2021-02-23
Mohawk Valley,Otsego,8897,5322,2021-02-23
Mid-Hudson,Putnam,11959,6624,2021-02-23
New York City,Queens,228254,118144,2021-02-23
Capital Region,Rensselaer,22179,11240,2021-02-23
New York City,Richmond,62427,34114,2021-02-23
Mid-Hudson,Rockland,41308,23589,2021-02-23
Capital Region,Saratoga,35993,19920,2021-02-23
Capital Region,Schenectady,23914,12415,2021-02-23
Mohawk Valley,Schoharie,3021,1395,2021-02-23
Southern Tier,Schuyler,2247,1395,2021-02-23
Finger Lakes,Seneca,3953,2281,2021-02-23
North Country,St. Lawrence,22309,13994,2021-02-23
Southern Tier,Steuben,8892,5348,2021-02-23
Long Island,Suffolk,184352,101757,2021-02-23
Mid-Hudson,Sullivan,7245,3814,2021-02-23
Southern Tier,Tioga,5091,2581,2021-02-23
Southern Tier,Tompkins,13836,7446,2021-02-23
Mid-Hudson,Ulster,20840,11396,2021-02-23
Capital Region,Warren,10390,5999,2021-02-23
Capital Region,Washington,6491,3183,2021-02-23
Finger Lakes,Wayne,10369,6180,2021-02-23
Mid-Hudson,Westchester,136280,81333,2021-02-23
Finger Lakes,Wyoming,4435,2781,2021-02-23
Finger Lakes,Yates,3188,1663,2021-02-23
Capital Region,Albany,49622,26507,2021-02-24
Western New York,Allegany,3521,2070,2021-02-24
New York City,Bronx,106680,62212,2021-02-24
Southern Tier,Broome,32402,17891,2021-02-24
Western New York,Cattaraugus,7602,4407,2021-02-24
Central New York,Cayuga,11004,6460,2021-02-24
Western New York,Chautauqua,14445,8798,2021-02-24
Southern Tier,Chemung,10050,6322,2021-02-24
Southern Tier,Chenango,5496,3036,2021-02-24
North Country,Clinton,17235,10168,2021-02-24
Capital Region,Columbia,8076,4201,2021-02-24
Central New York,Cortland,5881,3211,2021-02-24
Southern Tier,Delaware,4571,2007,2021-02-24
Mid-Hudson,Dutchess,32419,17025,2021-02-24
Western New York,Erie,124757,81135,2021-02-24
North Country,Essex,7497,4307,2021-02-24
North Country,Franklin,9812,5658,2021-02-24
Mohawk Valley,Fulton,5886,3611,2021-02-24
Finger Lakes,Genesee,7355,4307,2021-02-24
Capital Region,Greene,5374,2467,2021-02-24
North Country,Hamilton,1669,890,2021-02-24
Mohawk Valley,Herkimer,9618,5698,2021-02-24
North Country,Jefferson,15023,9326,2021-02-24
New York City,Kings,208118,106523,2021-02-24
North Country,Lewis,3538,2318,2021-02-24
Finger Lakes,Livingston,8486,5707,2021-02-24
Central New York,Madison,10839,6188,2021-02-24
Finger Lakes,Monroe,102658,63830,2021-02-24
Mohawk Valley,Montgomery,6654,4041,2021-02-24
Long Island,Nassau,223631,132637,2021-02-24
New York City,New York,239734,143898,2021-02-24
Western New York,Niagara,25102,16968,2021-02-24
Mohawk Valley,Oneida,38737,22850,2021-02-24
Central New York,Onondaga,81831,49983,2021-02-24
Finger Lakes,Ontario,16753,9882,2021-02-24
Mid-Hudson,Orange,32086,19277,2021-02-24
Finger Lakes,Orleans,3679,2069,2021-02-24
Central New York,Oswego,15442,9791,2021-02-24
Mohawk Valley,Otsego,8959,5386,2021-02-24
Mid-Hudson,Putnam,12177,6811,2021-02-24
New York City,Queens,234696,121400,2021-02-24
Capital Region,Rensselaer,22422,11781,2021-02-24
New York City,Richmond,63585,34830,2021-02-24
Mid-Hudson,Rockland,41886,24546,2021-02-24
Capital Region,Saratoga,36534,20308,2021-02-24
Capital Region,Schenectady,24130,12639,2021-02-24
Mohawk Valley,Schoharie,3104,1510,2021-02-24
Southern Tier,Schuyler,2259,1418,2021-02-24
Finger Lakes,Seneca,3984,2295,2021-02-24
North Country,St. Lawrence,22420,14307,2021-02-24
Southern Tier,Steuben,8986,5406,2021-02-24
Long Island,Suffolk,186317,103940,2021-02-24
Mid-Hudson,Sullivan,7317,3891,2021-02-24
Southern Tier,Tioga,5218,2636,2021-02-24
Southern Tier,Tompkins,14083,7588,2021-02-24
Mid-Hudson,Ulster,21185,12228,2021-02-24
Capital Region,Warren,11015,6141,2021-02-24
Capital Region,Washington,6770,3242,2021-02-24
Finger Lakes,Wayne,10464,6252,2021-02-24
Mid-Hudson,Westchester,138465,83378,2021-02-24
Finger Lakes,Wyoming,4632,2810,2021-02-24
Finger Lakes,Yates,3409,1700,2021-02-24
Capital Region,Albany,51429,27635,2021-02-25
Western New York,Allegany,3749,2145,2021-02-25
New York City,Bronx,109995,65251,2021-02-25
Southern Tier,Broome,33166,18828,2021-02-25
Western New York,Cattaraugus,7917,4625,2021-02-25
Central New York,Cayuga,11674,6708,2021-02-25
Western New York,Chautauqua,14695,8893,2021-02-25
Southern Tier,Chemung,10274,6728,2021-02-25
Southern Tier,Chenango,5573,3095,2021-02-25
North Country,Clinton,18289,10451,2021-02-25
Capital Region,Columbia,8258,4651,2021-02-25
Central New York,Cortland,6226,3347,2021-02-25
Southern Tier,Delaware,4742,2052,2021-02-25
Mid-Hudson,Dutchess,33467,17818,2021-02-25
Western New York,Erie,127926,84169,2021-02-25
North Country,Essex,7927,4514,2021-02-25
North Country,Franklin,10364,5805,2021-02-25
Mohawk Valley,Fulton,6123,3812,2021-02-25
Finger Lakes,Genesee,7505,4476,2021-02-25
Capital Region,Greene,5467,2619,2021-02-25
North Country,Hamilton,1674,893,2021-02-25
Mohawk Valley,Herkimer,9986,5866,2021-02-25
North Country,Jefferson,15539,9538,2021-02-25
New York City,Kings,219408,112121,2021-02-25
North Country,Lewis,3642,2402,2021-02-25
Finger Lakes,Livingston,8826,5980,2021-02-25
Central New York,Madison,11406,6380,2021-02-25
Finger Lakes,Monroe,105025,65572,2021-02-25
Mohawk Valley,Montgomery,6824,4239,2021-02-25
Long Island,Nassau,228849,137240,2021-02-25
New York City,New York,249720,149925,2021-02-25
Western New York,Niagara,26254,17766,2021-02-25
Mohawk Valley,Oneida,40079,23745,2021-02-25
Central New York,Onondaga,84329,51395,2021-02-25
Finger Lakes,Ontario,17213,10465,2021-02-25
Mid-Hudson,Orange,33840,19653,2021-02-25
Finger Lakes,Orleans,3966,2171,2021-02-25
Central New York,Oswego,15857,9906,2021-02-25
Mohawk Valley,Otsego,9110,5569,2021-02-25
Mid-Hudson,Putnam,12757,7210,2021-02-25
New York City,Queens,247774,127813,2021-02-25
Capital Region,Rensselaer,22813,13022,2021-02-25
New York City,Richmond,66354,36773,2021-02-25
Mid-Hudson,Rockland,42971,25896,2021-02-25
Capital Region,Saratoga,37446,21185,2021-02-25
Capital Region,Schenectady,24733,13044,2021-02-25
Mohawk Valley,Schoharie,3204,1637,2021-02-25
Southern Tier,Schuyler,2542,1502,2021-02-25
Finger Lakes,Seneca,4164,2423,2021-02-25
North Country,St. Lawrence,22889,14701,2021-02-25
Southern Tier,Steuben,9422,5739,2021-02-25
Long Island,Suffolk,191731,108056,2021-02-25
Mid-Hudson,Sullivan,7516,4088,2021-02-25
Southern Tier,Tioga,5392,2778,2021-02-25
Southern Tier,Tompkins,14486,7725,2021-02-25
Mid-Hudson,Ulster,22257,12481,2021-02-25
Capital Region,Warren,11290,6357,2021-02-25
Capital Region,Washington,6930,3540,2021-02-25
Finger Lakes,Wayne,10744,6548,2021-02-25
Mid-Hudson,Westchester,142188,86812,2021-02-25
Finger Lakes,Wyoming,4800,3019,2021-02-25
Finger Lakes,Yates,3648,1848,2021-02-25
Capital Region,Albany,53104,29080,2021-02-26
Western New York,Allegany,4294,2255,2021-02-26
New York City,Bronx,113400,68207,2021-02-26
Southern Tier,Broome,33945,19919,2021-02-26
Western New York,Cattaraugus,8573,4688,2021-02-26
Central New York,Cayuga,12760,6793,2021-02-26
Western New York,Chautauqua,15244,9275,2021-02-26
Southern Tier,Chemung,10395,7084,2021-02-26
Southern Tier,Chenango,5826,3235,2021-02-26
North Country,Clinton,18800,10919,2021-02-26
Capital Region,Columbia,8785,4793,2021-02-26
Central New York,Cortland,6387,3408,2021-02-26
Southern Tier,Delaware,4956,2269,2021-02-26
Mid-Hudson,Dutchess,34790,18771,2021-02-26
Western New York,Erie,131849,86927,2021-02-26
North Country,Essex,8312,4646,2021-02-26
North Country,Franklin,10811,6010,2021-02-26
Mohawk Valley,Fulton,6380,3982,2021-02-26
Finger Lakes,Genesee,7750,4650,2021-02-26
Capital Region,Greene,5809,2977,2021-02-26
North Country,Hamilton,1696,1198,2021-02-26
Mohawk Valley,Herkimer,10366,6008,2021-02-26
North Country,Jefferson,16572,9705,2021-02-26
New York City,Kings,232716,119227,2021-02-26
North Country,Lewis,3997,2414,2021-02-26
Finger Lakes,Livingston,9262,6072,2021-02-26
Central New York,Madison,12040,6503,2021-02-26
Finger Lakes,Monroe,110089,68000,2021-02-26
Mohawk Valley,Montgomery,7085,4295,2021-02-26
Long Island,Nassau,236913,142830,2021-02-26
New York City,New York,261601,157655,2021-02-26
Western New York,Niagara,26931,18331,2021-02-26
Mohawk Valley,Oneida,40921,24325,2021-02-26
Central New York,Onondaga,86883,52434,2021-02-26
Finger Lakes,Ontario,18255,10735,2021-02-26
Mid-Hudson,Orange,35447,20116,2021-02-26
Finger Lakes,Orleans,4156,2252,2021-02-26
Central New York,Oswego,16174,10091,2021-02-26
Mohawk Valley,Otsego,9314,5838,2021-02-26
Mid-Hudson,Putnam,13113,7607,2021-02-26
New York City,Queens,262194,135366,2021-02-26
Capital Region,Rensselaer,23319,14064,2021-02-26
New York City,Richmond,69147,38806,2021-02-26
Mid-Hudson,Rockland,44237,27061,2021-02-26
Capital Region,Saratoga,38684,22021,2021-02-26
Capital Region,Schenectady,25353,13620,2021-02-26
Mohawk Valley,Schoharie,3353,1858,2021-02-26
Southern Tier,Schuyler,2610,1599,2021-02-26
Finger Lakes,Seneca,4538,2488,2021-02-26
North Country,St. Lawrence,23748,15183,2021-02-26
Southern Tier,Steuben,9932,6012,2021-02-26
Long Island,Suffolk,200069,112516,2021-02-26
Mid-Hudson,Sullivan,7809,4310,2021-02-26
Southern Tier,Tioga,5659,3021,2021-02-26
Southern Tier,Tompkins,15121,7940,2021-02-26
Mid-Hudson,Ulster,23359,12894,2021-02-26
Capital Region,Warren,11582,6542,2021-02-26
Capital Region,Washington,7184,3686,2021-02-26
Finger Lakes,Wayne,11402,6678,2021-02-26
Mid-Hudson,Westchester,146564,90185,2021-02-26
Finger Lakes,Wyoming,4979,3084,2021-02-26
Finger Lakes,Yates,3860,1993,2021-02-26
Capital Region,Albany,53984,30290,2021-02-27
Western New York,Allegany,4418,2264,2021-02-27
New York City,Bronx,117000,70056,2021-02-27
Southern Tier,Broome,34592,20546,2021-02-27
Western New York,Cattaraugus,8865,4712,2021-02-27
Central New York,Cayuga,13197,6997,2021-02-27
Western New York,Chautauqua,16320,9343,2021-02-27
Southern Tier,Chemung,10961,7281,2021-02-27
Southern Tier,Chenango,6180,3272,2021-02-27
North Country,Clinton,19083,11125,2021-02-27
Capital Region,Columbia,9132,4917,2021-02-27
Central New York,Cortland,6933,3444,2021-02-27
Southern Tier,Delaware,5127,2314,2021-02-27
Mid-Hudson,Dutchess,36462,19137,2021-02-27
Western New York,Erie,136105,87960,2021-02-27
North Country,Essex,8441,4756,2021-02-27
North Country,Franklin,10929,6102,2021-02-27
Mohawk Valley,Fulton,6556,4037,2021-02-27
Finger Lakes,Genesee,7923,4870,2021-02-27
Capital Region,Greene,5957,3069,2021-02-27
North Country,Hamilton,1842,1243,2021-02-27
Mohawk Valley,Herkimer,10594,6073,2021-02-27
North Country,Jefferson,16753,9783,2021-02-27
New York City,Kings,243932,124540,2021-02-27
North Country,Lewis,4063,2427,2021-02-27
Finger Lakes,Livingston,9552,6207,2021-02-27
Central New York,Madison,12313,6607,2021-02-27
Finger Lakes,Monroe,113209,70580,2021-02-27
Mohawk Valley,Montgomery,7409,4442,2021-02-27
Long Island,Nassau,243604,147556,2021-02-27
New York City,New York,272945,162109,2021-02-27
Western New York,Niagara,27578,18618,2021-02-27
Mohawk Valley,Oneida,41502,24900,2021-02-27
Central New York,Onondaga,88870,53480,2021-02-27
Finger Lakes,Ontario,18747,11150,2021-02-27
Mid-Hudson,Orange,36735,20745,2021-02-27
Finger Lakes,Orleans,4229,2299,2021-02-27
Central New York,Oswego,17191,10326,2021-02-27
Mohawk Valley,Otsego,9644,5900,2021-02-27
Mid-Hudson,Putnam,13451,7819,2021-02-27
New York City,Queens,274700,140995,2021-02-27
Capital Region,Rensselaer,23766,15034,2021-02-27
New York City,Richmond,71641,40406,2021-02-27
Mid-Hudson,Rockland,45321,28061,2021-02-27
Capital Region,Saratoga,39909,22875,2021-02-27
Capital Region,Schenectady,25959,13983,2021-02-27
Mohawk Valley,Schoharie,3409,1889,2021-02-27
Southern Tier,Schuyler,2669,1614,2021-02-27
Finger Lakes,Seneca,4635,2630,2021-02-27
North Country,St. Lawrence,24100,15386,2021-02-27
Southern Tier,Steuben,10350,6142,2021-02-27
Long Island,Suffolk,207062,116567,2021-02-27
Mid-Hudson,Sullivan,8243,4403,2021-02-27
Southern Tier,Tioga,5918,3067,2021-02-27
Southern Tier,Tompkins,15592,8038,2021-02-27
Mid-Hudson,Ulster,24303,13267,2021-02-27
Capital Region,Warren,12035,6668,2021-02-27
Capital Region,Washington,7462,4099,2021-02-27
Finger Lakes,Wayne,11869,7221,2021-02-27
Mid-Hudson,Westchester,151112,92780,2021-02-27
Finger Lakes,Wyoming,5048,3104,2021-02-27
Finger Lakes,Yates,3939,2045,2021-02-27
Capital Region,Albany,54880,30949,2021-02-28
Western New York,Allegany,4509,2268,2021-02-28
New York City,Bronx,119978,71371,2021-02-28
Southern Tier,Broome,35189,20893,2021-02-28
Western New York,Cattaraugus,9016,4723,2021-02-28
Central New York,Cayuga,13369,7049,2021-02-28
Western New York,Chautauqua,16808,9388,2021-02-28
Southern Tier,Chemung,11185,7647,2021-02-28
Southern Tier,Chenango,6243,3308,2021-02-28
North Country,Clinton,19351,11308,2021-02-28
Capital Region,Columbia,9348,5014,2021-02-28
Central New York,Cortland,7040,3468,2021-02-28
Southern Tier,Delaware,5222,2374,2021-02-28
Mid-Hudson,Dutchess,37278,19510,2021-02-28
Western New York,Erie,138678,88986,2021-02-28
North Country,Essex,8523,4831,2021-02-28
North Country,Franklin,11072,6192,2021-02-28
Mohawk Valley,Fulton,6718,4060,2021-02-28
Finger Lakes,Genesee,8035,4909,2021-02-28
Capital Region,Greene,6086,3100,2021-02-28
North Country,Hamilton,1843,1245,2021-02-28
Mohawk Valley,Herkimer,10742,6128,2021-02-28
North Country,Jefferson,16979,9840,2021-02-28
New York City,Kings,255876,127558,2021-02-28
North Country,Lewis,4079,2434,2021-02-28
Finger Lakes,Livingston,9629,6235,2021-02-28
Central New York,Madison,12532,6698,2021-02-28
Finger Lakes,Monroe,115834,71476,2021-02-28
Mohawk Valley,Montgomery,7610,4464,2021-02-28
Long Island,Nassau,250253,150508,2021-02-28
New York City,New York,283208,164423,2021-02-28
Western New York,Niagara,28253,18771,2021-02-28
Mohawk Valley,Oneida,42409,25187,2021-02-28
Central New York,Onondaga,90601,54145,2021-02-28
Finger Lakes,Ontario,19164,11269,2021-02-28
Mid-Hudson,Orange,37617,20924,2021-02-28
Finger Lakes,Orleans,4268,2309,2021-02-28
Central New York,Oswego,17474,10383,2021-02-28
Mohawk Valley,Otsego,9897,5938,2021-02-28
Mid-Hudson,Putnam,13825,7909,2021-02-28
New York City,Queens,290273,144952,2021-02-28
Capital Region,Rensselaer,24198,15812,2021-02-28
New York City,Richmond,75408,41419,2021-02-28
Mid-Hudson,Rockland,46203,28371,2021-02-28
Capital Region,Saratoga,40832,23350,2021-02-28
Capital Region,Schenectady,26501,14222,2021-02-28
Mohawk Valley,Schoharie,3489,1912,2021-02-28
Southern Tier,Schuyler,2742,1640,2021-02-28
Finger Lakes,Seneca,4746,2651,2021-02-28
North Country,St. Lawrence,24393,15599,2021-02-28
Southern Tier,Steuben,10464,6279,2021-02-28
Long Island,Suffolk,211921,117539,2021-02-28
Mid-Hudson,Sullivan,8336,4881,2021-02-28
Southern Tier,Tioga,6085,3117,2021-02-28
Southern Tier,Tompkins,15916,8111,2021-02-28
Mid-Hudson,Ulster,24995,13431,2021-02-28
Capital Region,Warren,12263,6806,2021-02-28
Capital Region,Washington,7647,4451,2021-02-28
Finger Lakes,Wayne,12141,7303,2021-02-28
Mid-Hudson,Westchester,155256,94260,2021-02-28
Finger Lakes,Wyoming,5096,3113,2021-02-28
Finger Lakes,Yates,4010,2059,2021-02-28
Capital Region,Albany,56386,31676,2021-03-01
Western New York,Allegany,4612,2310,2021-03-01
New York City,Bronx,123423,72829,2021-03-01
Southern Tier,Broome,36243,21525,2021-03-01
Western New York,Cattaraugus,9218,4757,2021-03-01
Central New York,Cayuga,13572,7253,2021-03-01
Western New York,Chautauqua,17488,9422,2021-03-01
Southern Tier,Chemung,11320,7746,2021-03-01
Southern Tier,Chenango,6336,3437,2021-03-01
North Country,Clinton,19598,11648,2021-03-01
Capital Region,Columbia,9632,5139,2021-03-01
Central New York,Cortland,7209,3597,2021-03-01
Southern Tier,Delaware,5441,2430,2021-03-01
Mid-Hudson,Dutchess,38284,19765,2021-03-01
Western New York,Erie,141421,89840,2021-03-01
North Country,Essex,8768,4975,2021-03-01
North Country,Franklin,11316,6400,2021-03-01
Mohawk Valley,Fulton,6881,4114,2021-03-01
Finger Lakes,Genesee,8141,4942,2021-03-01
Capital Region,Greene,6224,3199,2021-03-01
North Country,Hamilton,1855,1249,2021-03-01
Mohawk Valley,Herkimer,10985,6380,2021-03-01
North Country,Jefferson,17363,10139,2021-03-01
New York City,Kings,265181,130893,2021-03-01
North Country,Lewis,4116,2491,2021-03-01
Finger Lakes,Livingston,9839,6284,2021-03-01
Central New York,Madison,12751,6906,2021-03-01
Finger Lakes,Monroe,118764,72909,2021-03-01
Mohawk Valley,Montgomery,8043,4584,2021-03-01
Long Island,Nassau,256236,152914,2021-03-01
